Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22
25227;ARMARINHOS FERNANDO;ARMARINHOS FERNANDO LTDA;48.076.228/0001-91;305,101;320,462;354,310;285,750;239,518;220,623;254,250;226,784;217,703;304,963;271,276;352,160
99232;PEDREIRA TRIANGULO;PEDREIRA TRIANGULO EXTRACAO E COMERCIALIZACAO DE PEDRAS LTDA;02.081.239/0001-69;100,292;84,832;85,839;61,007;78,987;80,204;88,341;99,729;83,023;90,318;112,724;70,384
99521;CENTRO DE ENSINO UDF;CENTRO DE ENSINO UNIFICADO DO DISTRITO FEDERAL LTDA;00.078.220/0001-38;36,351;42,839;159,960;144,451;125,395;74,992;35,373;102,763;138,374;154,587;115,433;50,517
26394;TEDESCO LOGISTICA;TEDESCO ENGENHARIA E LOGISTICA LTDA;03.392.827/0001-86;67,982;70,817;77,694;67,466;74,654;67,025;78,036;88,408;76,853;76,796;76,313;50,391
27357;OLEOPLAN NE;OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.;13.463.913/0003-58;2.195,028;1.919,923;2.176,892;2.173,469;1.979,847;2.052,431;2.192,501;2.489,060;2.397,873;2.427,460;1.838,612;2.381,488
27319;EVA BRASIL;EVA BRASIL INDUSTRIA DE COMPONENTES E CALCADOS LTDA.;08.397.578/0001-35;291,591;286,304;317,716;305,124;315,178;324,528;306,218;358,246;319,332;304,277;296,661;287,576
23541;UNISA;OBRAS SOCIAIS E EDUCACIONAIS DE LUZ;18.301.267/0001-84;172,918;199,707;270,546;209,412;197,791;175,939;146,855;206,116;212,668;227,267;209,988;199,142
23425;HOSPITAL LAGO SUL;HOSPITAL LAGO SUL S/A;00.382.069/0001-27;280,677;252,090;286,412;276,754;261,203;238,060;240,241;249,931;266,953;290,551;255,404;251,600
97726;AMBIENTALY;AMBIENTALY INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA.;73.709.958/0001-20;244,674;219,890;236,743;238,643;243,829;225,624;232,843;247,236;223,689;226,856;241,600;273,228
25087;EXPLOTEC;EXPLOTEC MADEIRAS LTDA;01.531.984/0001-08;67,041;108,094;106,121;92,320;95,895;102,366;107,912;104,404;107,462;104,340;63,943;7,193
26072;FORT-CAL;FORT-CAL INDUSTRIA, COMERCIO E TRANSPORTES LTDA;02.996.615/0001-45;62,417;79,746;97,147;95,903;107,867;110,260;107,962;113,752;111,893;109,098;92,357;71,323
25089;ELDORADO EXPORT;ELDORADO EXPORT MADEIRAS LTDA;84.977.735/0001-60;112,257;122,089;141,669;137,465;139,973;137,252;130,511;132,709;113,043;118,485;104,660;111,520
25106;C CE SUPERMERCADOS TRIDICO;JMM RIO PRETO COMERCIAL LTDA;03.688.316/0001-06;209,043;200,361;233,817;208,818;181,498;173,624;187,232;188,565;185,302;207,327;198,148;222,285
23657;GRANJAS AMAZONIA;GRANJAS AMAZONIA LTDA;04.236.546/0001-05;3,578;3,304;3,651;3,515;3,760;1,535;1,560;1,517;1,428;1,490;1,398;1,426
25410;SPAAL;SPAAL INDUSTRIA E COMERCIO LTDA;46.270.518/0001-46;147,656;153,616;169,559;138,203;154,037;149,009;141,474;157,794;151,096;145,200;133,965;135,171
26913;CRYO;CRYO SERVICE LTDA;05.218.314/0001-89;135,488;109,558;84,551;77,920;82,508;85,452;104,966;90,185;91,336;100,995;89,598;91,843
99143;CEREAIS SINOP;INDUSTRIAL E COMERCIAL DE CEREAIS SINOP LTDA;03.629.876/0001-90;72,249;167,297;153,029;239,119;287,902;243,711;260,096;178,274;141,808;165,252;173,539;143,276
25083;MOVEIS BETTIO;PRIMOBILE INDUSTRIA E TRANSPORTE DE MOVEIS LTDA;11.048.123/0001-19;62,268;49,141;56,494;68,564;81,098;76,178;82,592;89,763;76,063;67,486;61,481;61,549
99745;POMPEIA;LINS FERRAO ARTIGOS DO VESTUARIO LTDA;87.345.021/0001-27;157,199;126,139;127,613;89,014;77,086;70,493;77,223;80,937;73,346;87,335;111,519;171,264
24300;EZ TOWERS;CONDOMINIO EZ TOWERS;23.423.067/0001-34;1.066,287;1.025,139;1.216,422;1.104,937;1.063,230;1.005,305;1.033,026;996,603;931,029;952,491;953,389;1.098,744
26463;DIMATEX;DIMATEX INDUSTRIA E COMERCIO DE CONFECCOES EIRELI;07.562.743/0001-02;68,795;87,057;105,232;62,035;86,744;76,554;75,949;86,154;96,685;82,134;81,405;55,127
25277;SMC VAR CE I1;SANTA MARIA COMERCIALIZACAO E SERVICOS DE ENERGIA LTDA.;32.023.463/0001-65;78,072;65,826;58,481;53,448;142,072;150,390;164,662;178,950;171,909;171,419;160,632;149,622
28959;NOVAMIX VAZANTE;NOVA MIX INDUSTRIAL E COMERCIAL DE ALIMENTOS LTDA;08.142.803/0001-92;548,706;466,340;524,612;490,208;437,432;391,467;420,480;492,468;528,492;580,929;565,651;609,509
26598;TELEPERFORMANCE DUMAS;TELEPERFORMANCE CRM S.A.;06.975.199/0001-50;20,513;18,332;28,118;34,273;35,890;38,900;46,849;55,431;52,725;62,865;59,873;64,306
24881;WINDOR;WINDOR - INDUSTRIA E COMERCIO DE METAIS LTDA;27.800.666/0001-80;181,569;173,632;164,199;134,143;134,104;145,652;155,812;175,231;179,087;156,458;168,010;119,685
26465;CICLO LIGAS;CICLO LIGAS INDUSTRIA, COMERCIO E RECICLAGEM DE METAIS E PLASTICOS LTDA;72.948.920/0001-47;73,833;76,324;103,793;76,830;76,180;83,349;93,287;80,365;55,194;79,456;80,766;35,367
28913;DAN VIGOR MATRIZ EI SE 4;DAN VIGOR INDUSTRIA E COMERCIO DE LATICINIOS LTDA;55.566.871/0006-73;174,170;183,041;120,662;144,643;221,299;187,206;196,561;183,459;205,781;214,313;191,268;220,415
29205;BAUMINAS MIN;BAUMINAS MINERACAO LTDA;19.534.650/0001-45;139,586;116,376;156,758;130,580;134,286;120,908;129,962;136,182;148,634;144,287;76,050;144,744
28349;ENERGISA VAREJISTA ESTRELA;ENERGISA COMERCIALIZADORA DE ENERGIA LTDA.;07.685.694/0001-97;442,966;449,141;493,376;435,454;381,332;363,620;403,527;386,687;378,219;442,894;431,101;502,590
28100;PLUSVAL I5 - SUL;PLUSVAL AGROAVICOLA LTDA;35.030.372/0001-45;270,929;233,240;260,306;236,618;254,536;233,358;249,169;243,817;221,089;239,741;242,015;268,793
23182;ARTERIS LITORAL SUL;AUTOPISTA LITORAL SUL S.A.;09.313.969/0001-97;126,967;114,150;120,080;107,261;125,401;146,103;147,978;146,135;136,684;134,437;132,923;143,751
26945;SOME SUL;SOCIEDADE MERIDIONAL DE EDUCACAO SOME;92.023.159/0001-40;125,830;197,263;319,298;247,561;298,439;307,367;265,791;328,851;285,263;327,265;374,195;422,423
24026;CALIMAN;CALIMAN PEDRAS DO BRASIL LTDA;07.893.139/0001-50;169,745;221,949;244,164;243,619;268,034;257,725;271,404;270,145;264,139;243,293;233,254;158,779
23667;C CE MULTICON EMBALAGENS;MULTICON EMBALAGENS E COMERCIO LTDA;36.291.561/0001-34;319,054;290,048;315,220;360,969;413,266;369,719;290,894;196,280;312,312;325,875;332,884;307,427
26391;MARIO RAZZERA;MARIO RAZZERA E CIA LTDA;87.005.955/0001-10;61,238;64,205;90,876;80,318;87,244;103,845;91,359;122,321;140,390;88,483;37,497;29,956
27117;PRYSMIAN POCOS DE CALDAS;PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A;61.150.751/0038-70;2.295,372;2.395,596;2.554,156;2.415,587;2.529,483;2.365,782;2.455,329;2.445,700;2.444,806;2.610,191;2.389,701;1.625,169
26461;POSTO NOVA BARRA;POSTO NOVA BARRA LTDA;04.528.732/0001-00;100,922;87,844;92,364;88,712;46,737;18,364;43,557;39,313;37,352;38,917;36,653;41,516
26580;MULTIFLON;MULTIFLON REVESTIMENTOS ANTIADERENTES LTDA;91.903.443/0001-48;70,857;69,545;80,898;71,310;70,576;80,986;80,743;80,452;65,200;65,430;71,250;36,193
23979;ISAU;ISAU INDUSTRIA DE SUCOS ALTO URUGUAI, COMERCIO IMPORTACAO E EXPORTACAO LTDA;13.726.330/0001-00;171,377;196,977;309,331;286,418;200,752;180,401;254,987;180,982;234,116;258,750;228,263;177,953
23494;FITAFLEX;FITAFLEX INDUSTRIA E COMERCIO LTDA;04.349.778/0001-61;121,507;115,917;108,921;93,778;121,866;128,456;136,902;135,759;133,284;130,110;132,899;89,149
25232;BRILHANT;BRILHANT SOLUCOES LTDA;15.688.196/0001-26;106,530;116,578;119,088;132,828;153,065;138,236;96,598;117,560;126,170;115,545;133,969;112,241
24492;MGN METALURGICA;MGN INDUSTRIA METALURGICA LTDA;10.687.109/0001-00;115,687;113,172;121,386;93,358;117,872;107,410;106,811;116,596;102,187;105,762;111,889;81,074
29186;CENTRO EMPRESARIAL;ITAU UNIBANCO S.A.;60.701.190/0001-04;1.689,342;1.513,564;1.749,040;1.691,411;1.580,888;1.492,777;1.491,987;1.508,918;1.422,934;1.674,506;1.632,466;2.015,048
24354;FUNDICAO BRAWO;FUNDICAO BRAWO LTDA;14.531.878/0001-68;28,946;30,414;37,418;41,077;42,204;35,977;31,570;25,514;24,369;39,624;39,402;29,451
29477;DROGARIAS PACHECO ES;DROGARIAS PACHECO S/A;33.438.250/0001-67;120,496;90,806;171,480;176,706;107,508;63,418;65,397;65,505;70,242;100,991;105,043;97,705
29078;PLASTEK PIRASSUNUNGA;PLASTEK DO BRASIL INDUSTRIA E COMERCIO LTDA;02.978.706/0001-58;455,829;517,753;428,175;24,752;22,362;34,769;45,895;51,210;31,063;32,107;32,583;25,509
29161;C PACK CL;C - PACK CREATIVE PACKAGING S/A;03.364.555/0001-00;749,407;747,208;820,587;750,211;499,532;487,727;607,007;233,680;698,907;807,427;776,384;819,318
26456;CEDIRP;CENTRAL DE DIAGNOSTICO RIBEIRAO PRETO LTDA - CEDIRP;49.235.740/0001-04;104,096;99,519;113,940;105,299;103,679;98,654;102,055;102,583;100,518;109,967;103,343;104,836
23326;REDE DOR NE ESPECIAL;REDE D'OR SAO LUIZ S.A.;06.047.087/0001-39;496,323;451,769;513,162;484,345;478,265;457,247;455,765;460,526;445,888;475,859;471,240;490,791
29249;BIOLAB CL;BIOLAB SANUS FARMACEUTICA LTDA;49.475.833/0001-06;692,958;708,896;809,314;732,528;729,324;661,931;694,006;714,799;675,941;725,385;727,930;661,599
29240;SAO CRISTOVAO - RJ;ITAU UNIBANCO S.A.;60.701.190/0001-04;13,711;11,375;12,430;12,839;12,367;11,298;11,708;11,547;11,897;12,938;13,042;13,626
26665;GRAND MERCURE PA;VIAPARA HOTEIS E TURISMO LTDA;34.818.088/0001-75;101,542;104,943;122,493;111,994;122,725;143,142;133,832;149,088;143,337;165,511;152,213;139,236
25779;SUPERMERCADO PIERIM;SUPERMERCADO PIERIM LTDA;52.504.024/0001-81;260,873;253,917;287,975;245,387;209,613;201,825;210,566;213,095;221,480;254,631;237,149;263,955
28930;RECORD RJ - LIVRE;TELEVISAO RECORD DO RIO DE JANEIRO LTDA;27.906.734/0001-90;845,220;787,104;932,392;766,146;669,782;575,593;637,425;608,133;551,147;626,081;645,035;657,980
28288;PERMATTI SE/CO I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;133,337;73,437;121,182;118,119;108,144;118,048;118,197;144,067;136,574;146,816;143,503;69,197
29182;TEXTIL CRISTINA CL 514;TEXTIL CRISTINA LTDA;09.571.292/0001-97;592,884;627,700;755,340;655,788;735,315;681,694;706,437;735,394;693,484;683,926;693,638;488,307
27432;FERMAP;FERMAP ARMAZENS GERAIS LTDA.;02.358.065/0001-39;135,241;228,909;212,791;138,905;96,737;157,020;300,846;379,353;374,065;145,984;71,807;52,676
28348;BAL PARANAGUA III;BUNGE ALIMENTOS S/A;84.046.101/0001-93;37,099;26,037;41,781;31,942;46,432;36,727;43,717;46,108;41,531;44,308;30,922;29,335
28381;VANGUARDA ALIMENTOS NE;DISTRIBUICAO DE ALIMENTOS VANGUARDA S/A;31.838.128/0001-52;167,203;156,668;157,546;159,614;169,104;161,470;174,218;182,933;184,346;191,407;173,507;183,198
94747;FUNDICAO ALEA;FUNDICAO ALEA LTDA;65.228.694/0001-64;128,810;121,790;135,369;157,631;159,623;146,386;150,642;155,193;167,621;155,981;153,157;97,495
25675;YARA BRASIL PARANAGUA EI S;YARA BRASIL FERTILIZANTES S/A;92.660.604/0001-82;106,959;145,336;87,551;71,936;104,196;93,567;76,367;70,356;61,361;57,494;100,208;95,357
28488;SONDA CABREUVA;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;01.937.635/0001-82;98,065;84,196;98,812;88,408;78,981;72,663;79,862;78,063;78,000;88,908;83,164;93,270
28908;NOVAMIX CAMPO BELO;NOVA MIX INDUSTRIAL E COMERCIAL DE ALIMENTOS LTDA;08.142.803/0001-92;360,216;297,326;351,335;333,727;341,201;322,792;359,799;311,870;359,656;373,858;366,399;362,403
27032;URUSSANGA RC TUBARAO EI;DEXCO REVESTIMENTOS CERAMICOS S.A;86.530.318/0001-08;12,965;12,274;13,015;11,329;10,002;0,000;0,000;0,000;0,000;0,000;0,000;0,000
25149;TEXTILMAX;TEXTILMAX EMBALAGENS DE POLIPROPILENO TRANCADO LTDA;13.125.628/0001-65;237,294;177,551;242,191;81,856;55,927;127,483;148,955;159,734;139,692;126,547;122,621;50,934
29202;CORPUS OURO;CORPUS SANEAMENTO E OBRAS LTDA;31.733.363/0008-36;57,263;46,671;52,643;42,294;34,199;33,841;34,557;40,899;31,541;32,898;38,075;46,743
23647;PLAYWOOD;PLAYWOOD INDUSTRIAL LTDA;05.288.648/0001-29;90,931;90,552;104,648;93,837;106,811;101,362;101,386;106,812;98,370;90,739;93,513;95,261
26918;CLEAN BOTTLE;CLEAN BOTTLE INDUSTRIAL LTDA;40.083.171/0001-46;360,538;307,319;365,194;311,996;354,937;394,700;590,470;606,726;576,304;571,604;600,028;394,726
27684;PBF GRAFICA;PBF GRAFICA E TEXTIL LTDA;16.994.727/0001-71;29,387;38,507;40,018;37,008;44,520;37,345;48,339;83,300;72,158;40,576;50,233;44,759
25583;SOFFIARE;SOFFIARE INDUSTRIA DE EMBALAGENS LTDA;00.448.397/0001-89;155,615;140,730;147,025;140,704;145,617;145,621;134,175;125,703;115,627;127,167;125,487;107,190
24322;C CE ATLANTICO SUPERCENTER;BATISTA, QUADROS & CIA LTDA;05.348.350/0001-67;105,118;102,433;116,553;104,807;72,466;86,538;103,355;84,099;95,471;131,808;126,973;160,928
29288;CSD 100 ESP;COMPANHIA SULAMERICANA DE DISTRIBUICAO;11.517.841/0001-97;204,158;189,534;214,845;209,662;225,401;226,603;237,963;245,766;232,890;248,529;256,572;262,016
28947;AMBEV LATAS;AMBEV S.A.;07.526.557/0001-00;5.032,232;4.355,805;4.426,902;4.130,027;3.690,468;3.789,147;3.851,315;3.552,714;3.811,227;4.083,088;3.970,061;4.409,139
25424;BOULEVARD SHOP CONQUISTA;CONDOMINIO BOULEVARD SHOPPING VITORIA DA CONQUISTA;32.772.699/0001-02;182,751;165,145;177,394;170,500;173,556;166,969;166,061;166,829;163,777;176,687;172,820;189,448
29209;JOSE PAULINO -SP;ITAU UNIBANCO S.A.;60.701.190/0001-04;68,804;62,749;79,312;61,014;49,819;43,552;47,623;41,787;39,241;44,424;47,577;45,092
25830;BISCOITOS TUPY;FABRICA DE BISCOITOS TUPY S A;15.107.410/0001-03;210,323;73,173;198,544;152,395;133,871;121,920;180,252;192,722;149,013;132,768;150,261;94,390
25130;CRISDU;CRISDU MODA INTIMA LTDA;07.318.638/0001-14;94,683;111,317;108,779;91,749;99,588;98,164;96,089;104,885;90,371;99,928;105,046;60,963
29420;KNORR BREMSE CL;KNORR-BREMSE BRASIL (HOLDING) ADMINISTRACAO E PARTICIPACAO LTDA;62.662.531/0001-05;804,646;775,321;849,091;711,857;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
25122;C CE BJ RECICLAGEM;BJ RECICLAGEM ANIMAL LTDA;11.126.805/0001-00;34,710;21,295;18,197;16,300;18,046;21,961;20,397;13,426;6,806;7,279;6,457;6,561
25504;CASTILHO;CASTILHO MINERACAO LTDA;08.528.581/0003-02;100,031;95,539;113,316;119,053;116,782;110,678;128,887;123,821;107,201;120,074;119,946;102,868
29220;RIO BONITO EMBALAGENS CL 514;RIO BONITO EMBALAGENS LTDA;00.934.662/0001-39;1.172,448;1.508,548;559,262;340,190;562,940;547,589;853,497;820,859;680,300;611,181;652,502;648,871
29295;CRUZEIRO SAO MIGUEL EI;CRUZEIRO DO SUL EDUCACIONAL S.A.;62.984.091/0001-02;67,335;100,796;210,033;157,033;143,215;108,292;57,510;117,667;128,169;145,211;129,683;79,736
24726;EDIFICIO VARGAS II;CONDOMINIO DO EDIFICIO VARGAS II;33.508.534/0001-82;78,707;73,516;89,845;68,920;61,966;51,448;55,634;55,072;50,701;59,831;63,025;69,399
29327;FRANGAO FOODS LIVRE;FRANGAO FOODS ABATEDOURO LTDA;35.402.521/0001-50;1.051,378;946,397;1.034,019;943,410;1.031,207;965,064;1.021,138;1.044,425;1.038,120;1.091,765;1.080,032;1.120,567
26020;HOLIDAY INN CUIABA;DIAMANTE AZUL EMPRESA HOTELEIRA LTDA;08.876.164/0001-99;98,200;91,659;101,277;102,624;94,291;89,237;102,027;96,591;107,807;106,731;98,911;107,952
29549;ADM SANTOS;ADM DO BRASIL LTDA;02.003.402/0001-75;626,456;996,386;1.483,515;1.340,350;1.245,012;1.137,806;1.093,070;1.075,780;891,203;930,906;891,094;938,989
29187;TATUAPE;ITAU UNIBANCO S.A.;60.701.190/0001-04;937,766;984,480;1.098,925;964,866;874,408;787,249;847,078;800,716;710,961;808,569;739,454;756,477
24769;DINATECNICA;DINATECNICA INDUSTRIA E COMERCIO LTDA;62.522.453/0001-35;87,238;82,705;96,245;81,560;109,166;113,100;134,786;159,178;136,866;133,670;141,625;139,947
98887;DINARDELLI;UNIBOX DINARDELLI COMERCIO E DISTRIBUICAO LTDA;01.618.722/0001-77;307,298;284,281;290,562;237,484;215,390;199,871;210,550;213,229;204,835;238,657;245,003;301,878
27480;JUREMA;JULIA ADAM EMPRESA DE MINERACAO E AGUAS S/A;75.228.403/0001-91;444,046;385,572;410,663;320,557;304,483;284,575;310,516;305,876;285,314;321,376;336,168;458,491
25340;PICCININI;BISCOITOS E MASSAS PICCININI LTDA;11.486.728/0001-91;76,847;100,142;117,367;107,547;119,932;119,689;141,419;155,088;153,316;149,543;133,853;113,861
90426;NOTRE DAME;NOTRE DAME INTERMEDICA SAUDE S.A.;44.649.812/0001-38;354,197;326,921;383,705;323,431;278,327;257,666;273,386;262,044;251,755;322,055;301,669;336,199
24027;CERAMICA NOVO HORIZONTE;E FRAZATTO & FRAZATTO LTDA;07.163.018/0001-53;110,568;99,520;107,303;94,274;108,816;98,676;111,092;105,638;96,107;74,114;82,372;64,799
25659;SUPERMERCADO COLORADO;AIDAN BONOMI STABILE - EIRELI;01.561.600/0001-91;104,907;95,838;107,489;100,562;89,284;44,526;45,984;44,674;37,072;38,707;35,298;39,873
28759;BMTE CL;BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.;20.223.016/0001-70;7,583;7,264;8,373;7,972;8,163;0,702;0,208;0,204;0,192;0,197;0,192;0,199
29164;RIBEIRAO PRETO - SP;ITAU UNIBANCO S.A.;60.701.190/0001-04;66,893;65,087;72,068;65,746;65,650;60,118;56,340;54,305;55,140;62,371;54,789;61,330
26624;JCM MOVELARIA;JCM MOVELARIA LTDA;41.807.256/0001-92;114,346;112,864;96,474;115,900;148,260;140,289;139,706;158,263;133,658;124,906;121,007;63,479
29546;ADM RONDONOPOLIS;ADM DO BRASIL LTDA;02.003.402/0001-75;5.576,432;8.606,031;9.488,798;8.911,420;9.180,850;7.844,091;8.651,038;8.509,855;4.868,366;6.825,114;7.796,862;8.591,640
28424;NIMBUS;NIMBUS DATA CENTER S/A;36.532.249/0001-95;2.327,727;2.058,712;2.262,359;2.108,578;2.163,368;2.074,732;2.095,197;2.061,308;1.988,448;1.904,362;1.925,412;1.970,584
25582;OCEAN PALACE;A G HOTEIS E TURISMO S/A;08.690.448/0001-96;511,433;455,914;473,168;448,293;417,900;353,693;388,250;391,394;411,765;475,643;481,659;501,009
25842;FERRARI ZAGATTO;FERRARI ZAGATTO COMERCIO DE INSUMOS S/A;80.798.499/0001-63;47,538;100,466;211,019;92,503;84,414;101,767;306,909;289,887;67,019;50,944;0,000;0,000
25839;CERAMICA BJ;CERAMICA BOM JESUS EIRELI;36.186.474/0001-17;90,096;84,331;82,809;88,506;91,932;70,593;75,390;87,629;85,976;79,520;81,486;65,846
25926;ELGIN AM;ELGIN INDUSTRIAL DA AMAZONIA LTDA;14.200.166/0001-66;260,194;204,332;181,188;183,799;221,407;168,727;184,211;219,819;225,828;286,933;266,526;272,515
25531;CLUBE ESPERIA;CLUBE ESPERIA;62.215.223/0001-23;97,722;113,118;127,535;122,081;125,243;119,162;126,368;124,264;114,235;131,063;120,906;116,569
26130;POTENCIAL PEDRAS;POTENCIAL PEDRAS DO BRASIL LTDA;19.390.433/0001-29;161,089;151,504;232,491;204,558;219,922;166,926;224,396;253,371;234,224;243,084;191,920;41,423
29075;PORTUGAL COMERCIO FILIAL;PORTUGAL COMERCIO DE PRODUTOS DESCARTAVEIS LTDA;83.349.563/0001-17;64,507;64,446;72,468;68,759;74,779;75,562;78,984;77,716;74,865;77,234;74,440;76,902
23973;RESIMAD;RESIMAD COMERCIO DE RESIDUOS DE MADEIRAS LTDA;05.386.124/0001-70;67,101;102,973;120,324;95,871;123,673;112,279;123,919;101,135;71,999;73,375;76,689;66,102
28841;BAL PARANAGUA IV;BUNGE ALIMENTOS S/A;84.046.101/0001-93;19,477;31,729;57,502;96,368;93,904;80,750;69,478;79,033;53,164;80,621;86,849;75,997
23305;SUAPE COMPLEXO IND;SUAPE COMPLEXO INDUSTRIAL PORTUARIO GOVERNADOR ERALDO GUEIROS;11.448.933/0001-62;120,377;107,718;118,529;104,625;114,141;101,850;107,788;109,300;102,832;103,697;96,902;106,012
29304;FELUMA INSTITUTO E AMBULATORIO;FUNDACAO EDUCACIONAL LUCAS MACHADO FELUMA;17.178.203/0001-75;42,598;51,533;88,466;74,172;62,254;58,302;49,488;70,431;75,799;85,187;78,898;67,670
26092;CTR PE;CTR PE - CENTRAL DE TRATAMENTO DE RESIDUOS S.A.;07.534.580/0001-46;236,004;222,766;230,390;242,600;251,278;233,317;259,033;249,681;219,481;225,002;222,613;235,122
29185;ZONA LESTE;ITAU UNIBANCO S.A.;60.701.190/0001-04;70,118;64,683;80,501;66,635;56,704;52,586;57,574;49,975;43,244;57,662;55,748;75,620
98102;C CE UNIMED PINDAMONHANGABA;UNIMED DE PINDAMONHANGABA COOPERATIVA DE TRABALHO MEDICO;47.565.155/0001-39;126,561;117,258;135,299;100,697;84,737;76,487;80,443;79,678;78,198;106,907;93,040;111,605
27300;WGTR;CONDOMINIO GRAMADO TERMAS RESORT & SPA;31.959.459/0001-40;314,699;243,209;236,926;218,355;237,637;230,931;268,612;245,895;226,990;258,301;252,101;301,497
26051;AMBIENTAL VILA VELHA;AMBIENTAL VILA VELHA CONCESSIONARIA DE SANEAMENTO SPE S.A;26.795.667/0001-11;351,802;300,528;336,401;328,518;340,197;327,219;334,851;345,247;330,780;340,571;341,348;354,655
28301;BRASIL 21;CONDOMINIO DO BLOCO A DO BRASIL 21;10.937.861/0001-54;174,685;166,723;185,453;185,084;207,974;194,004;214,052;216,627;194,828;190,899;199,440;202,278
29280;NOVAMIX ITAPERUNA LIVRE;NOVA MIX INDUSTRIAL E COMERCIAL DE ALIMENTOS LTDA;08.142.803/0001-92;758,650;687,281;785,093;705,318;764,446;676,475;820,875;765,805;773,432;830,498;743,330;804,650
29207;C CE TREBESCHI TOMATES;TREBESCHI TOMATES MINAS LTDA;03.500.380/0001-11;120,032;174,242;171,600;152,934;123,680;113,924;106,364;135,355;119,309;157,048;149,655;148,998
99364;ECOPLAST;ECOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA;03.833.918/0001-00;91,530;103,642;122,949;107,043;129,916;112,396;135,542;146,733;129,507;123,137;137,647;104,137
29307;CENTRAL DE ESPELHOS;LEAL & BARRETO LTDA;94.902.509/0001-73;54,337;50,273;57,410;48,724;57,144;61,144;53,624;56,702;52,827;54,159;55,608;60,957
24839;PASTIFICIO BAHIA;PASTIFICIO BAHIA LTDA;15.221.575/0001-01;75,205;83,622;113,934;117,720;84,934;73,485;106,749;106,930;74,840;107,019;100,332;103,020
77901;PAGUE MENOS - LOJA10;PAGUE MENOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;60.494.416/0001-35;36,450;24,846;4,776;6,186;5,757;6,268;5,924;7,625;5,758;5,173;5,244;6,055
29294;SB GREEN MARKET;BARCELOS VAREJO E ATACADO LTDA.;41.030.835/0001-71;104,963;95,298;108,578;98,566;86,544;76,076;80,193;79,536;74,844;91,517;85,934;0,000
29452;ATRIO HOTEIS SANTOS EI;ATRIO HOTEIS S.A.;80.732.928/0001-08;117,334;104,223;112,171;89,900;82,680;68,781;83,356;81,024;70,767;88,400;91,822;113,116
25034;C CE FRIGORIFICO BB;B. B. DISTRIBUIDORA DE CARNES LTDA;43.381.672/0001-05;121,700;120,329;140,265;122,492;107,513;105,690;107,891;113,581;113,365;124,756;130,558;139,938
25789;CONPLAST;CONPLAST COMERCIAL IMPORTADORA EIRELI;01.731.938/0001-44;252,055;246,002;294,219;242,643;283,071;249,577;250,684;306,449;301,754;310,192;342,897;157,789
26965;APEL GRAFICA;APEL GRAFICA E EDITORA LTDA;14.572.530/0001-19;130,163;120,656;131,273;106,935;106,989;98,734;108,167;182,940;205,451;117,866;112,314;109,442
26547;RONDOSUL;RONDOSUL INDUSTRIA DE ESQUADRIAS E TRANSPORTES EIRELI;91.933.358/0001-22;51,363;52,037;58,949;49,598;57,454;52,041;52,125;55,380;49,521;48,446;47,641;52,168
24980;5PLASTIC;CINCO PLASTIC INDUSTRIA DE ARTEFATOS DE PLASTICO LTDA;04.906.823/0001-31;148,096;144,845;159,709;151,149;160,727;154,533;168,220;184,926;164,127;170,415;166,526;118,128
28269;ARCO FORJADO;ARCO FORJADO EXPORTACAO IMPORTACAO INDUSTRIA E COMERCIO EIRELI;12.833.928/0001-36;452,512;470,072;474,361;384,066;474,840;469,177;466,039;519,225;407,685;434,147;419,042;400,377
25999;MAX CENTER;MAX CENTER CENTRO DE COMPRAS LTDA;08.769.595/0001-56;363,100;320,380;331,852;284,916;267,693;253,860;273,122;281,310;275,027;301,005;315,783;393,242
28041;DIARIO DA REGIÃO;EMPRESA DE PUBLICIDADE RIO PRETO S.A.;59.963.488/0001-03;49,121;53,477;52,616;46,764;45,397;42,077;42,639;43,124;42,920;43,594;47,687;47,407
25279;COND PORTO ATLANTICO LESTE;CONDOMINIO PORTO ATLANTICO LESTE;26.460.230/0001-27;164,928;162,871;182,528;159,116;156,925;124,281;146,493;142,074;118,722;153,295;145,475;170,412
23992;SIKA;SIKA S A;33.081.704/0001-95;472,717;452,545;516,013;509,531;521,396;443,846;403,574;456,378;448,365;486,825;430,922;330,644
29293;ITABOM COMERCIAL EI;COMERC POWER TRADING LTDA;10.732.440/0001-97;162,070;148,142;156,907;144,187;148,746;159,020;145,623;159,554;165,968;164,750;172,896;174,664
95946;CYG BIOTECH;CYG BIOTECH QUIMICA & FARMACEUTICA LTDA;13.318.485/0001-08;168,841;177,033;128,238;113,758;192,435;126,713;174,779;121,588;162,546;197,086;175,343;87,489
