Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/21;fev/21;mar/21;abr/21;mai/21;jun/21;jul/21;ago/21;set/21;out/21;nov/21;dez/21
29470;YAZAKI NE BONITO;YAZAKI DO BRASIL LTDA;01.641.045/0001-08;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;53,715;75,791;83,719;92,262
25425;VDC IND ESQUADRIAS;VDC INDUSTRIA DE ESQUADRIAS LTDA;31.701.739/0001-54;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;69,886;61,342;60,418;70,395
25931;TABIPORÃ;MINERACAO TABIPORA LTDA;79.066.841/0001-51;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;619,800;683,801;716,222;606,717
29839;PONTAL CL SE;VALE DO PONTAL ACUCAR E ETANOL LTDA.;08.057.019/0001-86;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,394;6,936;157,273;318,182
30536;BALL EMBALAGENS FRU CL;BALL EMBALAGENS LTDA;00.835.301/0001-35;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;91,336;692,485;1.272,935;1.491,678
23376;COOPERATIVA AURIVERDE;COOPERATIVA REGIONAL AURIVERDE;83.731.927/0001-29;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;458,663;764,640;747,165;705,392
28821;ODIM;INDUSTRIA E COMERCIO ODERICH LTDA;97.191.621/0001-31;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;64,507;53,953;64,670;38,609
28003;JABIL;JABIL INDUSTRIAL DO BRASIL LTDA;04.898.857/0001-21;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;725,992;794,562;744,192;663,037
26926;NEWPOP;NEWPOP INDUSTRIA QUIMICA LTDA;28.435.376/0002-29;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;253,191;272,327;324,270;237,155
28243;PLASPAK;PLASPAK PLASTICOS EIRELI;13.547.619/0001-62;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;6,468;5,922;7,463;6,232
30333;HIGA 2;HIGA PRODUTOS ALIMENTICIOS LTDA;46.029.724/0001-69;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;24,986;25,056;25,732;26,662
28146;FRAMA;FRAMA PRODUTOS DE PAPELARIA LTDA.;93.762.201/0001-07;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;78,351;82,329;76,666;83,911
26069;STOLLER;STOLLER DO BRASIL LTDA;54.995.261/0001-18;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;292,059;296,938;258,383;218,701
25389;MEANI;MEANI MARMORES E GRANITOS LTDA;39.271.952/0001-85;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;104,624;91,275;88,104;64,787
26432;ARCOS NORDESTE I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;135,342;150,943;147,695;571,608
25116;ONCOBIO;ONCOBIO SERVICOS DE SAUDE S.A.;26.645.426/0001-96;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;137,582;146,001;139,279;139,096
28058;HAYTEK;HTK LENTES OFTALMICAS S.A.;19.300.038/0001-08;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;60,112;54,669;58,028;64,778
28970;POSTERUS CAMINO;POSTERUS SUPERMERCADOS LTDA;27.352.414/0001-36;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;856,067;1.016,934;1.118,740;1.275,898
28179;SAS PLASTIC;S A S PLASTIC INDUSTRIA E COMERCIO DE PLASTICOS LTDA;93.929.784/0001-18;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;82,144;87,785;87,297;63,148
26692;WISTA;WISTA INDUSTRIA E COMERCIO LTDA;07.760.243/0001-77;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;147,746;143,768;145,610;85,962
87795;ANIGER CL 514;ANIGER - CALCADOS, SUPRIMENTOS E EMPREENDIMENTOS LTDA.;94.316.999/0001-26;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;23,825;36,402;50,169;31,134
28739;F2J BRASIL;F2J BRASIL FAROIS E SISTEMAS AUTOMOTIVOS LTDA.;40.167.240/0001-08;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1.571,838;1.459,335;1.535,450;1.177,740
29245;OCRIM MANAUS;OCRIM S A PRODUTOS ALIMENTICIOS;61.065.199/0006-35;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;528,918;547,897;534,250;524,613
26536;AVON SIMÕES FILHO;AVON COSMETICOS LTDA.;56.991.441/0004-08;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;265,454;292,754;271,776;282,248
29214;SULFORTE;SULFORTE INDUSTRIA E COMERCIO DE PLASTICOS LTDA;03.531.235/0001-06;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;138,382;147,196;151,411;133,150
30310;SEBO VARZEA GRANDE FILIAL;SEBO VARZEA GRANDE INDUSTRIA E COMERCIO DE PRODUTOS ANIMAIS LTDA;11.392.754/0001-50;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;45,901;52,564;48,108;46,525
92727;GRAMAZINI;GRAMAZINI GRANITOS E MARMORES THOMAZINI LTDA;32.485.369/0001-28;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;157,171;0,000;33,970;15,539
23660;IBRAFLEX;IBRAFLEX INDUSTRIAL LTDA;08.542.795/0001-71;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;86,383;92,085;84,709;89,275
25388;KAKA GRANITOS;KAKA GRANITOS EIRELI;13.034.518/0001-98;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;134,165;131,273;135,315;68,417
29802;BAL DIAMANTINO;BUNGE ALIMENTOS S/A;84.046.101/0001-93;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;19,097;16,077;16,091;14,219
27700;KICALDO SECO;GADKIN ALIMENTOS S.A.;05.456.604/0001-60;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;162,459;157,400;184,142;178,518
23510;LATICINIOS ITA;LATICINIOS ITA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;38.532.537/0001-75;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;141,145;151,108;172,334;166,652
30314;GLOBENET CE;GLOBENET CABOS SUBMARINOS S.A.;02.934.071/0001-97;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;621,223;707,160;714,742;780,043
26413;C CE APTI ALIMENTOS;APTI ALIMENTOS LTDA;78.860.863/0001-26;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;166,741;171,995;162,703;165,164
25734;MEDEIROS;MERCANTIL MEDEIROS LTDA;63.563.647/0001-41;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;187,179;212,585;211,440;220,512
24374;LOGUS QUIMICA;LOGUS INDUSTRIA E TRANSPORTE DE PRODUTOS QUIMICOS LTDA;08.717.657/0001-86;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;67,935;58,937;73,829;77,936
30212;GRIDWORKC;GRIDWORK REPRESENTACAO COMERCIAL LTDA;09.479.269/0001-77;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;404,157;404,927;389,912;309,971
25321;TEM VIDROS;TEM VIDROS INDUSTRIA E COMERCIO DE VIDROS EIRELI;13.243.573/0001-98;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;245,636;253,567;259,368;274,338
25001;CIA DO BOI;COMPANHIA DO BOI COMERCIO DE CARNES EIRELI;04.620.892/0001-84;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;278,126;288,533;279,020;312,444
27375;TECHPLUG;TECHPLUG INDUSTRIA DE CONDUTORES ELETRICOS LTDA;15.488.871/0001-73;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;146,505;131,899;118,645;75,404
26074;GLP LOUVEIRA VIII;LPP III EMPREENDIMENTOS E PARTICIPACOES S.A.;15.274.359/0001-24;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;269,092;267,213;274,655;287,556
27129;ADM LEM;ADM DO BRASIL LTDA;02.003.402/0001-75;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;21,647;19,614;7,401;6,963
24270;C CE SEMENTES MAUA;SEMENTES MAUA LTDA;76.123.934/0001-82;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;65,526;92,884;55,706;12,683
30676;LOJA 254 - JOAO PINHEIRO;MART MINAS DISTRIBUICAO LTDA;04.737.552/0008-04;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;115,176;159,020;153,633;157,592
26656;FRIGOBET;FRIGOBET FRIGORIFICO INDUSTRIAL BETIM LTDA;19.397.579/0001-04;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;418,068;441,438;429,711;437,452
30355;ADORO SC CL 514;AD'ORO S.A.;60.037.058/0001-31;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;699,326;687,497;627,378;676,824
30585;UPI SAO LUIZ COGEN CL;UPI SAO LUIS COGERACAO LTDA;40.077.641/0001-69;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;2,455;289,461;342,685;393,606
26371;C CE SUPERMERCADOS LOBASCZ;ANTONIO LOBASCZ & CIA LTDA;80.703.473/0001-94;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;77,424;85,044;87,011;94,481
30399;COANORP;COANORP - COOPERATIVA AGROPECUARIA NORTE PARANAENSE;39.731.186/0001-94;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;58,274;39,209;44,775;38,332
26538;ASTRIL;ASTRIL INDUSTRIA DE EMBALAGENS LTDA;04.864.659/0001-47;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;172,732;161,420;156,715;102,899
30477;SALTON CL;SALTON INDUSTRIA DE VIDROS LTDA;89.291.850/0001-08;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;6,656;4,721;3,838;3,783
30251;UNIP CL;ASSUPERO ENSINO SUPERIOR LTDA.;06.099.229/0001-01;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;594,897;605,189;601,278;638,130
28284;REFRASUL;REFRASUL INDUSTRIA E COMERCIO DE REFRATARIOS LTDA;94.375.995/0001-19;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;90,259;91,343;84,021;63,578
28276;COLITEX AGRO;COLITEX AGROINDUSTRIAL LTDA;09.092.794/0001-35;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;117,748;116,825;50,470;138,811
25942;DAYANA PLAST;DAYANA PLAST INDUSTRIA E COMERCIO LTDA;68.938.489/0001-80;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;269,521;295,753;311,916;236,051
29808;COFCO ITANHANGA;COFCO INTERNATIONAL GRAINS LTDA.;29.332.398/0001-45;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;15,508;8,892;8,747;0,000
95600;TORO;TORO INDUSTRIA E COMERCIO LTDA;59.111.666/0001-60;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;285,475;288,417;272,561;216,243
28125;MIOLO;MIOLO WINE GROUP VITIVINICULTURA S.A.;09.357.838/0001-01;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;136,317;114,294;114,451;135,552
99007;AR TERMINAIS;AR SOLUCOES LOGISTICAS LTDA;19.917.700/0001-73;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;21,065;21,148;26,027;33,524
27044;C CE ACA TUBOS;ACA INDUSTRIA, COMERCIO E CONSTRUCAO LTDA;44.338.978/0001-33;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;54,015;51,854;50,215;43,959
30234;MERCURIO CASTANHAL CL 514;MERCURIO ALIMENTOS S/A;11.831.785/0002-41;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;683,827;619,153;655,313;913,122
26609;ASPEN PHARMA;ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA;02.433.631/0001-20;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;261,674;256,903;262,501;311,571
30651;BERNECK LAGES;BERNECK S.A. PAINEIS E SERRADOS;81.905.176/0001-94;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;9,304;34,045;87,033;242,685
25745;M CARDOSO;M. CARDOSO INDUSTRIA, LOGISTICA E DISTRIBUICAO DE ALIMENTOS E BEBIDAS EIRELI;03.595.329/0002-11;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;149,560;155,318;162,983;178,349
23705;C CE UNIMED ITAPETININGA;UNIMED SUL PAULISTA COOPERATIVA DE TRABALHO MEDICO;57.149.775/0001-40;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;82,600;73,624;74,802;88,523
30012;MELHOR BOCADO;MELHOR BOCADO ALIMENTOS LTDA.;74.235.979/0001-13;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;137,802;139,690;144,741;148,712
26743;ALGAR SPO QUATA;ALGAR MULTIMIDIA S/A;04.622.116/0001-13;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;9,168;8,548;9,483;9,980
24002;SUPERMERCADOS CANGURU;DALL'ORTO DALVI & CIA LTDA;27.457.498/0001-72;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;117,484;124,590;124,061;145,393
26647;SANGATI;SANGATI BERGA SA;41.426.487/0001-56;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;100,504;97,570;94,961;99,620
26931;CONDOMINIO LOZANDES;CONDOMINIO LOZANDEZ CORPORATE DESIGN;28.955.163/0001-47;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;262,094;238,110;197,140;200,299
28294;TERGRASA;TERMINAL GRANELEIRO S/A;01.785.688/0001-25;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1.234,813;1.169,405;709,214;896,835
23980;LD CELULOSE;LD  CELULOSE S.A.;29.627.430/0001-10;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;140,684;0,000;0,000;0,000
30268;ULTRAGAZ - ARACRUZ;COMPANHIA ULTRAGAZ S A;61.602.199/0001-12;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;18,188;16,781;17,182;17,836
28159;GERAPLASTIC;GERAPLASTIC INDUSTRIA E COMERCIO DE PECAS PLASTICAS LTDA;11.201.983/0001-40;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;68,660;76,958;89,346;77,556
28503;SANITO;SANITO INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;09.472.948/0001-14;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;52,541;53,113;58,404;47,697
26652;QUIMTIA;QUIMTIA S.A;77.043.511/0001-15;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;51,793;57,114;52,209;57,303
99154;C CE ADIJOMAR BRINQUEDOS;IRMAOS DALANEZE LTDA;66.659.129/0001-14;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;104,056;91,450;79,775;27,724
30312;FIBRACEM SE;FIBRACEM TELEINFORMATICA LTDA;02.010.281/0001-99;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;16,146;35,003;35,599;27,176
29698;URSO BRANCO IND;ECEL ELETRON COMERCIALIZADORA DE ENERGIA S.A;15.087.610/0001-41;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;183,136;180,001;176,349;130,254
29774;BAL PRIMAVERA DO LESTE;BUNGE ALIMENTOS S/A;84.046.101/0001-93;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;8,809;9,792;12,977;10,108
99424;TRANSIRE;TRANSIRE FABRICACAO DE COMPONENTES ELETRONICOS S.A.;21.785.364/0001-02;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;181,018;198,720;188,137;232,292
26110;CORPORATE PARK;CONDOMINIO CORPORATE PARK;04.706.851/0001-05;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;109,905;101,482;115,892;134,122
80122;FRIGOL N CL;FRIGOL S.A.;68.067.446/0012-20;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;277,002;581,801;818,730;970,731
27664;GENCAU PARA;GENCAU PARA - INDUSTRIA E COMERCIO DE INGREDIENTES ALIMENTICIOS LTDA;31.122.814/0001-22;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;26,240;16,605;18,689;38,985
29790;ASSOC HOSPITAL JARAGUA;ASSOCIACAO DO HOSPITAL JARAGUA;39.913.479/0001-92;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;198,699;195,634;210,842;245,686
98456;C CE ESPACOGRAOS;ESPACOGRAOS EMPREENDIMENTOS E PARTICIPACOES S/A;32.653.700/0001-71;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;24,401;11,977;13,053;13,086
27496;COPERCAMPOS ENTR 4;COOPERATIVA REGIONAL AGROPECUARIA DE CAMPOS NOVOS - COPERCAMPOS;83.158.824/0001-11;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;70,116;76,348;83,558;91,242
26922;CIAGRO;CIAGRO ALIMENTOS LTDA;09.435.342/0001-09;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;63,315;78,961;108,100;42,145
98927;AMB COM VAR NE;ARCELORMITTAL BRASIL S.A.;17.469.701/0187-00;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;97,184;93,965;96,858;81,546
70541;DULOREN;JOLIMODE ROUPAS S A;33.016.494/0001-51;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;106,553;93,781;105,652;109,601
30286;HOSP ALVORADA ENGIE;HOSPITAL ALVORADA TAGUATINGA LTDA;08.100.676/0001-69;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;472,647;480,282;476,000;671,594
30396;COPLAST QUIMICA;COPLAST  INDUSTRIA QUIMICA LTDA;04.672.291/0001-15;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;698,184;695,572;730,089;832,438
28144;CRISTALGLASS;CRISTALGLASS DISTRIBUIDORA DE VIDROS LTDA;95.032.363/0001-15;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;58,427;54,852;62,088;44,913
28621;FRIGORIFICO RIO MARIA L;FRIGORIFICO RIO MARIA LTDA;04.749.233/0001-42;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;448,462;387,724;388,970;587,920
28753;BRASIL TELE NE;OI S.A. - EM RECUPERACAO JUDICIAL;76.535.764/0001-43;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;282,018;339,945;504,026;673,586
28244;FORTALPLAST;FORTALPLAST - INDUSTRIA DE PLASTICOS EIRELI;08.981.339/0001-28;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;197,786;225,892;268,966;264,784
26982;ROBUSTEC;ROBUSTEC INDUSTRIA E COMERCIO LTDA;04.684.648/0001-85;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;101,642;108,669;105,781;107,476
25234;TECNOGRAV;TECNOGRAV - SERVICOS DE GRAVACAO ELETROMECANICA LTDA;06.265.818/0001-12;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;134,501;125,714;106,190;117,195
25426;SERRARIA SANTA ALICE;SANTA ALICE GRANITOS DO BRASIL LTDA;11.335.990/0001-35;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;71,535;143,898;132,988;71,979
28856;INCOLAR;INCOLAR IND COM DE MOVEIS DO LAR LTDA;92.264.878/0001-52;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;42,302;48,714;49,209;28,476
85986;BASF IND;BASF SA;48.539.407/0001-18;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;490,932;501,591;550,485;471,752
26674;ESTACIO CASTANHAL;FACULDADES INTEGRADAS DE CASTANHAL LTDA;07.931.326/0001-81;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;41,801;46,685;37,275;26,510
29479;ORBIS - VAR;ESFERA COMERCIALIZADORA DE ENERGIA LTDA;26.940.979/0001-71;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;79,386;78,279;83,761;75,828
29273;DB - MOLECULAR;DB - MEDICINA DIAGNOSTICA LTDA.;12.433.420/0001-40;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;57,536;53,319;56,540;61,495
28800;SILVESTRIN;SILVESTRIN FRUTAS LTDA.;94.496.353/0001-78;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;222,834;209,951;204,206;396,904
30190;GLP GUARULHOS UN9;REC GUARULHOS S.A.;08.730.884/0001-41;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;49,737;48,445;49,452;51,709
28040;AGUAS TIMON;AGUAS DE TIMON SANEAMENTO S.A;21.716.748/0001-65;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;286,384;302,013;310,988;338,733
30873;SHOPPING GRAVATAI CL;CONDOMINIO DO SHOPPING GRAVATAI;20.175.462/0001-57;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;352,910;422,412;476,973;539,286
28231;SM CLUB DE CAMPO SE/CO I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;173,989;177,364;176,788;196,744
27193;FECOMERCIO SP;FEDERACAO DO COMERCIO DE BENS, SERVICOS E TURISMO DO ESTADO DE SAO PAULO;62.658.182/0001-40;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;95,390;80,533;95,109;93,347
26449;CRAS;CRAS AGROINDUSTRIA LTDA;14.777.639/0001-92;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;149,687;103,868;121,892;91,468
29864;CTR ALCÂNTARA;CENTRAL DE TRATAMENTO DE RESIDUOS ALCANTARA S.A.;07.090.691/0001-00;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;129,532;150,837;153,052;151,181
29321;MOCELLIN INDUSTRIA I5;MOCELLIN INDUSTRIA DOLOMITICO LTDA;36.754.731/0001-70;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;796,269;803,731;711,257;595,822
25284;NOSSA SRA DA PIEDADE;INDUSTRIA QUIMICA N. SRA. DA PIEDADE LTDA;09.402.590/0001-53;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;121,812;91,535;92,699;114,903
28999;FORMA LEGNO1;FORMA LEGNO INDUSTRIA DE MOVEIS LTDA;08.410.258/0001-78;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;66,856;54,844;54,562;33,489
28017;PERIM FILIAL;OSVALDO PERIM SUPERMERCADOS LTDA;27.735.448/0013-43;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,275;24,522;140,766;277,002
30213;PROLIND II EI;PROLIND ALUMINIO LTDA;03.031.662/0001-17;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;242,519;250,911;240,147;232,855
99425;CALLIDUS;CALLIDUS INDUSTRIA, COMERCIO E SERVICOS DE PLACAS E COMPONENTES DE INFORMATICA S.A;08.258.870/0001-77;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;507,853;549,860;518,162;536,284
27711;TIM SA NE;TIM S A;02.421.421/0001-11;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;392,194;538,642;539,550;557,196
26658;BEIRUTH;BEIRUTH INDUSTRIA DE PRODUTOS ALIMENTICIOS LTDA;43.809.722/0001-02;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;207,474;228,139;145,198;177,055
30616;INTEGRAL AGRO 2;INTEGRAL AGROINDUSTRIAL LTDA;01.588.099/0001-57;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;228,123;245,845;261,010;244,681
29548;ADM CAMPO GRANDE;ADM DO BRASIL LTDA;02.003.402/0001-75;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;6.465,865;6.848,386;6.709,378;6.619,814
26629;PETROFISA;PETROFISA DO BRASIL LTDA;02.240.839/0001-22;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;213,457;153,845;122,700;95,410
24419;MAREL BRASIL;MAREL BRASIL COMERCIAL E INDUSTRIAL LTDA;05.013.050/0001-27;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;331,443;205,961;144,515;127,637
26071;CEL MOVEIS;CEL MOVEIS EIRELI;03.374.454/0001-10;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;104,522;121,051;108,647;81,257
26372;C CE MRM PLASTIC;MRM PLAST INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA;08.614.466/0001-99;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;195,707;212,440;206,011;219,406
26384;ANGRA;ANGRA TECNOLOGIA EM MATERIAIS LTDA;22.220.754/0001-90;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;105,101;109,152;112,495;79,815
26899;VIVAZ CATARATAS;HOTEIS DO PARANA LTDA. - HOTEPAR;76.687.821/0001-00;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;76,000;139,454;169,881;212,022
26727;MOVEIS JOR;MOVEIS JOR LTDA;77.151.587/0001-64;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;196,376;193,168;190,846;207,134
28520;TERMINAL DE UBERLANDIA;RAIZEN S.A.;33.453.598/0001-23;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;50,928;54,797;50,252;50,055
82088;ELECTROLUX SAO CARLOS II;ELECTROLUX DO BRASIL S/A;76.487.032/0001-25;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;141,293;113,968;123,126;108,901
26791;LACTALIS TEUTONIA;LACTALIS DO BRASIL - COMERCIO, IMPORTACAO E EXPORTACAO DE LATICINIOS LTDA.;14.049.467/0001-30;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;2.545,537;2.421,798;2.220,569;2.513,286
29949;COPACOL ABAT TOLEDO;COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA;76.093.731/0001-90;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;249,812;261,876;282,586;252,419
28411;CAMELON MAMUT FILIAL;CAMELON MAMUT TINTURARIA E MALHARIA LTDA;01.200.788/0001-42;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;79,485;83,474;69,216;34,596
28814;RDG PLAST;RDG PLASTICOS LTDA;24.062.933/0001-71;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;57,563;64,161;59,186;27,439
28966;UNIAO BOSCATTI;UNIAO BOSCATTI PARTICIPACAO E ADMINISTRACAO S/A.;08.683.964/0001-93;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;342,536;356,698;285,116;306,859
26091;SUPERBOM ALIMENTOS;PRODUTOS ALIMENTICIOS SUPERBOM INDUSTRIA E COMERCIO LTD;53.135.232/0001-13;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;109,369;125,073;118,402;82,003
25268;MAGAZZINO;MAGAZZINO DISTRIBUIDORA DE ALIMENTOS LTDA;07.669.173/0008-12;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;189,452;193,873;186,331;192,647
30112;SORVETES ROCHINHA SE/CO I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;64,695;76,906;76,323;83,610
