Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23
104442;C VACCARO GAURAMA;C.VACCARO & CIA LTDA;97.246.748/0001-00;0,000;0,000;0,000;31,934;17,117;4,506
55631;PRA CAFE;COMERCIAL PRA CAFE LTDA;06.230.380/0001-37;0,000;0,000;0,000;244,433;269,000;235,181
104461;C VACCARO CAMPINAS;C.VACCARO & CIA LTDA;97.246.748/0001-00;0,000;0,000;0,000;26,559;6,375;6,104
84256;SUPER BH 008;SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A;04.641.376/0001-36;0,000;0,000;0,000;34,804;0,000;0,000
104371;TRAMONTINA PE PLASTICOS CL;TRAMONTINA DELTA S/A;02.508.145/0001-23;0,000;0,000;0,000;272,899;314,064;283,311
51391;GALUTTI;GALUTTI AUTOMOTIVE INDUSTRIA METALURGICA LTDA;06.037.638/0001-83;0,000;0,000;0,000;120,753;131,987;125,312
26798;CAGECE ESPECIAL;COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE;07.040.108/0001-57;0,000;0,000;0,000;477,475;462,094;511,240
33534;TRES MARIAS SE/CO I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;0,000;0,000;0,000;344,620;401,498;342,523
102202;DSPLASTIC CL;DSPLASTIC INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;28.428.751/0001-22;0,000;0,000;0,000;152,989;173,670;138,106
42267;SCORIAL RIO HOTEL CL SE;SCORIAL-RIO HOTEL LTDA;35.877.398/0001-23;0,000;0,000;0,000;67,167;62,482;60,967
42809;ESCOLA ELEVA URCA CE SE;COLEGIO ELEVA EDUCACAO LTDA;20.151.362/0001-90;0,000;0,000;0,000;19,330;26,918;25,383
51795;CAMIL VARGINHA EI;CAMIL ALIMENTOS S.A.;64.904.295/0001-03;0,000;0,000;0,000;188,161;222,021;190,923
55070;ASTOR BANDEIRANTES CE SE;ASTOR HOTEIS E TURISMO LTDA;42.491.068/0001-60;0,000;0,000;0,000;33,070;30,043;27,460
103749;COGRAN CL 514 CD;COOPERATIVA DOS GRANJEIROS DO OESTE DE MINAS LTDA;21.483.359/0001-37;0,000;0,000;0,000;159,098;163,083;160,281
57394;C CL RCG RODCAR;RCG INDUSTRIA METALURGICA LTDA.;61.156.527/0001-02;0,000;0,000;0,000;172,366;196,045;174,309
104588;GENCO - HOSP SAO FRANCISCO;GENCO ENERGIA LTDA;30.840.548/0001-00;0,000;0,000;0,000;159,010;153,065;145,421
52427;C CE AGRICOLA ALVORADA;AGRICOLA ALVORADA S.A.;04.854.422/0001-85;0,000;0,000;0,000;200,628;173,505;333,140
104363;SULMIX RESTINGA;SULMIX INDUSTRIA DE DILUENTES LTDA;06.637.075/0001-64;0,000;0,000;0,000;101,938;108,995;119,128
103928;COTRIROSA 23 DE JULHO;COOPERATIVA TRITICOLA SANTA ROSA LTDA;95.821.310/0001-83;0,000;0,000;0,000;12,803;5,817;4,227
103947;COTRIROSA MERCADO SULINA;COOPERATIVA TRITICOLA SANTA ROSA LTDA;95.821.310/0001-83;0,000;0,000;0,000;29,250;27,327;24,392
51606;C CE SUPERMERCADOS PRATICO;J. M. SIQUEIRA ALVES;02.727.617/0001-39;0,000;0,000;0,000;275,178;268,391;253,036
82963;CERFOX DIST;CERFOX - COOPERATIVA DE DISTRIBUICAO DE ENERGIA FONTOURA XAVIER;97.505.838/0001-79;0,000;0,000;0,000;5.469,786;5.654,986;5.609,081
103764;MATRIX CORP VAR CE I5;MATRIX COMERCIALIZADORA DE ENERGIA ELETRICA S/A;17.858.631/0001-49;0,000;0,000;0,000;108,022;135,300;256,025
101912;NOVA ENERG LENOVO;NOVA ENERGIA COMERCIALIZADORA S.A.;11.182.210/0001-64;0,000;0,000;0,000;356,189;345,857;327,672
52688;BELA VISTA LTDA;BELA VISTA INDUSTRIA E COMERCIO DE PRE-MOLDADOS LTDA;01.031.119/0001-94;0,000;0,000;0,000;43,977;43,725;40,941
54161;2WV LONG WAY;2W COMERCIALIZADORA VAREJISTA DE ENERGIA S.A.;36.583.766/0001-93;0,000;0,000;0,000;183,674;215,755;200,052
102803;GRANOL BEBEDOURO;GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA;50.290.329/0001-02;0,000;0,000;0,000;1.738,993;1.923,905;1.856,267
50638;POCO4;PROQUIGEL QUIMICA S/A;27.515.154/0011-44;0,000;0,000;0,000;107,535;91,197;32,142
104532;ITALO 19-FB;ITALO SUPERMERCADOS LTDA;04.768.477/0001-72;0,000;0,000;0,000;69,133;78,776;72,101
103917;GO PEDERTRACTOR;GO ENERGY COMERCIALIZADORA DE ENERGIA LTDA;28.803.705/0001-66;0,000;0,000;0,000;1.013,331;1.119,849;1.143,074
41376;INPASA NOVA MUTUM CL;INPASA AGROINDUSTRIAL S/A;29.316.596/0001-15;0,000;0,000;0,000;7,802;13,392;8,774
40738;AGES;AGES EMPREENDIMENTOS EDUCACIONAIS LTDA;03.732.265/0001-72;0,000;0,000;0,000;55,477;51,296;34,171
57317;JS GRAOS;JS GRAOS ARMAZENS GERAIS LTDA;22.577.871/0001-05;0,000;0,000;0,000;122,571;80,126;83,138
100920;MICRO RIO;MICRO RIO - FUNDICAO DE PRECISAO LTDA.;05.195.111/0001-14;0,000;0,000;0,000;132,763;129,317;122,946
50838;LATICINIOS BELOS MONTES;LATICINIOS BELOS MONTES LTDA;07.623.836/0001-91;0,000;0,000;0,000;176,857;191,810;229,005
56401;ELO COMPONENTES CL;ELO COMPONENTES ELETROQUIMICOS LTDA.;23.557.678/0001-75;0,000;0,000;0,000;155,099;172,781;177,673
54456;SORRISO SUPERMERCADO;SORRISO SUPERMERCADOS LTDA;14.953.277/0001-43;0,000;0,000;0,000;113,199;119,782;105,806
101494;CARUARU SHOPPING CL 69KV;SUBCONDOMINIO DO CARUARU SHOPPING;24.631.801/0001-13;0,000;0,000;0,000;812,440;846,894;750,672
51817;THE PLAZA;CONDOMINIO DO EDIFICIO THE PLAZA;15.029.988/0001-99;0,000;0,000;0,000;107,796;115,802;94,449
104372;ICH HOTEIS FLORIANOPOLIS;ICH ADMINISTRACAO DE HOTEIS S.A.;02.584.924/0001-08;0,000;0,000;0,000;34,801;35,249;31,485
104445;VIA MARTE SAPIRANGA;CALCADOS MARTE LTDA;88.887.021/0001-11;0,000;0,000;0,000;21,826;21,863;19,329
43380;HOTEL MAJESTIC;HOTEL MAJESTIC S A;43.121.946/0001-19;0,000;0,000;0,000;62,201;63,688;66,818
103580;GLASS CAMP PAULINIA;GLASS CAMP INDUSTRIA E COMERCIO DE VIDROS LTDA;17.973.757/0001-64;0,000;0,000;0,000;39,262;42,262;40,403
104261;CETREL CTR CE;CETREL S.A.;14.414.973/0001-81;0,000;0,000;0,000;285,316;255,616;305,219
104425;MARSALA UNIDADE 1;MARSALA INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;02.014.786/0001-21;0,000;0,000;0,000;79,829;85,843;75,054
55523;APEBRUN;APEBRUN COMERCIO DE CARNES LTDA;97.270.490/0001-88;0,000;0,000;0,000;76,768;67,694;54,135
104390;COLOMBO UTE 3 CL;COLOMBO BIOENERGIA S.A. UTE 3;36.521.204/0001-15;0,000;0,000;0,000;24,377;27,823;56,082
56903;NOVA PESCA1;NOVA PESCA S/A;38.082.875/0001-52;0,000;0,000;0,000;133,523;159,320;135,260
101450;FUNDACAO CESGRANRIO;FUNDACAO CESGRANRIO;42.270.181/0001-16;0,000;0,000;0,000;134,365;128,466;106,333
42919;PRIMAZ;PRIMAZ FRIGORIFICO LTDA;01.037.273/0001-73;0,000;0,000;0,000;158,971;173,328;160,386
51732;NOVA CHAMA;NOVACHAMA TRATAMENTO TERMICO LTDA;58.124.462/0001-09;0,000;0,000;0,000;87,311;95,575;92,584
102486;MOCOCA BIO CL;IPIRANGA BIOENERGIA MOCOCA S.A.;31.109.398/0001-22;0,000;0,000;0,000;298,794;23,948;214,304
57221;SUPERMERCADO BANDEIRANTE LIVRE;BANDEIRANTE SUPERMERCADOS BRASIL LTDA.;07.408.983/0001-49;0,000;0,000;0,000;134,979;125,827;115,241
51860;GN SUPERMERCADOS;SUPERMERCADO G&N LTDA;08.143.625/0001-14;0,000;0,000;0,000;142,983;155,526;151,437
49854;PRIME CIA EXPORTACAO VAR CL;PRIME ENERGY COMERCIALIZADORA DE ENERGIA LTDA;12.809.025/0001-10;0,000;0,000;0,000;91,547;94,980;89,324
42880;WTNU 1 E 2;CONDOMINIO WTORRE NACOES UNIDAS;11.283.961/0001-77;0,000;0,000;0,000;382,956;401,791;365,205
52117;UNA PROSIL;UNA PROSIL - USINA NOVA AMERICA INDUSTRIA E COMERCIO LTDA.;08.764.471/0001-88;0,000;0,000;0,000;181,726;180,346;120,227
101303;AMERICA BUSINESS PARK CG;CONDOMINIO AMERICA BUSINESS PARK;03.974.992/0001-46;0,000;0,000;0,000;64,419;72,488;63,644
104265;AB AGRO FILIAL 06;AB COMERCIO DE INSUMOS LTDA;81.175.416/0001-42;0,000;0,000;0,000;12,507;8,172;4,524
39315;RANCHOBOM;RANCHO BOM SUPERMERCADOS LTDA;08.597.765/0001-62;0,000;0,000;0,000;145,910;139,412;118,489
54632;A & S PASQUALOTTO;A & S PASQUALOTTO LTDA;34.834.286/0001-22;0,000;0,000;0,000;165,570;194,607;179,979
104369;MINERACAO GUIA ESP;CAIEIRA NOSSA SENHORA DA GUIA MINERACAO LTDA;03.463.809/0001-48;0,000;0,000;0,000;363,477;359,975;255,046
52409;LECACAU CHOCOLATES;LECACAU CHOCOLATES LTDA;35.416.995/0001-50;0,000;0,000;0,000;98,707;118,954;112,881
100235;MINERADORA DE AGUAS GENEBRA;MINERADORA DE AGUAS GENEBRA LTDA.;44.355.306/0001-36;0,000;0,000;0,000;33,211;38,120;24,326
104266;AB AGRO FILIAL 12;AB COMERCIO DE INSUMOS LTDA;81.175.416/0001-42;0,000;0,000;0,000;24,408;18,565;18,204
102521;AGIL MADEIRAS LIVRE;AGIL MADEIRAS LTDA;17.409.880/0001-57;0,000;0,000;0,000;217,703;280,636;250,929
104431;VICATO MARCELINO A;VICATO ALIMENTOS LTDA;95.323.994/0001-93;0,000;0,000;0,000;159,715;160,242;139,163
57495;OCA DO ACAI CL 514;COM. E IND. DE ALIMENTOS GRANDELI LTDA;10.604.614/0001-36;0,000;0,000;0,000;98,766;104,515;107,784
103781;SOLUTI CL 514;SOLUTI - SOLUCOES EM NEGOCIOS INTELIGENTES S/A;09.461.647/0001-95;0,000;0,000;0,000;19,786;42,219;57,202
57181;SEMP TCL;TCL SEMP INDUSTRIA E COMERCIO DE ELETROELETRONICOS S.A;24.227.491/0001-76;0,000;0,000;0,000;352,227;353,571;371,839
53333;NDP SUPERMERCADO CE;SUPERMERCADO NDP LTDA;32.968.947/0001-87;0,000;0,000;0,000;89,206;88,756;78,457
45314;UNIMED FESP;UNIMED DO ESTADO DE SAO PAULO - FEDERACAO ESTADUAL DAS COOPERATIVAS MEDICAS;43.643.139/0001-66;0,000;0,000;0,000;75,405;76,104;69,555
103977;SIEGWERK LIVRE;SIEGWERK BRASIL INDUSTRIA DE TINTAS LTDA;07.495.017/0010-05;0,000;0,000;0,000;102,921;127,670;121,178
57724;NOBILE PAMPULHA CL SE;CONDOMINIO HOTEL PALMEIRA DA PAMPULHA;15.768.578/0001-60;0,000;0,000;0,000;47,960;35,864;30,965
52828;TEMPERA;TEMPERA VIDROS CARUARU LTDA;07.191.500/0001-05;0,000;0,000;0,000;35,755;40,632;39,870
52685;COFARJA;COMERCIO DE FERRO AREVALO & JUNIOR LTDA;52.009.693/0001-87;0,000;0,000;0,000;137,916;157,195;148,994
44286;FRANGO FORMOSO;PAUDALHO AGROPECUARIA S/A;09.461.567/0002-10;0,000;0,000;0,000;351,486;432,091;421,049
54431;C CE VILLA SIMPATIA;COMERCIAL VILLA SIMPATIA LTDA;07.722.158/0011-96;0,000;0,000;0,000;287,581;266,595;238,914
44261;BIOPARQUE;RIOZOO ZOOLOGICO DO RIO DE JANEIRO S/A;26.136.828/0001-65;0,000;0,000;0,000;87,226;84,259;80,006
4524;CAMCS;CONDOMINIO DE ADMINISTRACAO DO MONTES CLAROS SHOPPING CENTER;02.786.850/0001-92;0,000;0,000;0,000;504,005;468,614;387,229
104443;CONSTRUROHR MATRIZ;ARTEFATOS DE CONCRETO E CERAMICA ROHR LTDA;93.436.350/0001-86;0,000;0,000;0,000;586,459;611,800;607,812
103929;CART EI;COMERC POWER TRADING LTDA;10.732.440/0001-97;0,000;0,000;0,000;115,827;124,330;110,034
56099;SANOR;SANEAMENTO DE ORLANDIA SPE S.A.;45.405.083/0001-37;0,000;0,000;0,000;279,111;653,227;609,017
51871;CERCADÃO SUPERMERCADO;SUPERMERCADO CASTELO DA SERRA LTDA;04.205.531/0001-71;0,000;0,000;0,000;275,850;312,350;293,632
103949;OLHOS D AGUA EI;COMERC POWER TRADING LTDA;10.732.440/0001-97;0,000;0,000;0,000;177,532;192,493;183,336
67826;COOPER JURITI;COOPERATIVA JURITI;84.093.137/0001-28;0,000;0,000;0,000;420,332;430,360;399,514
101163;NATULAB SITE III CL;NATULAB LABORATORIO S.A;02.456.955/0001-83;0,000;0,000;0,000;341,163;333,109;296,941
104071;CORADINI BAGE CL S;CORADINI ALIMENTOS LTDA;87.675.518/0001-03;0,000;0,000;0,000;604,406;546,451;474,492
54391;OLSEN;OLSEN INDUSTRIA E COMERCIO SA;83.802.215/0001-53;0,000;0,000;0,000;73,698;81,002;77,303
101262;C CL ALIMENTOS FANTUCI;ALIMENTOS FANTUCI LTDA;21.715.896/0001-65;0,000;0,000;0,000;113,589;111,952;94,392
55050;ASTOR ASTORIA CE SE;ASTOR HOTEIS E TURISMO LTDA;42.491.068/0001-60;0,000;0,000;0,000;52,444;43,379;36,807
104485;AMBEV SA CIT;AMBEV S.A.;07.526.557/0001-00;0,000;0,000;0,000;208,150;186,290;166,783
104426;MARSALA UNIDADE 2;MARSALA INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;02.014.786/0001-21;0,000;0,000;0,000;66,559;66,858;55,101
104066;C CL KUT KO;KUT KO COMERCIO E BENEFICIO DE CEREAIS LTDA;08.249.309/0001-21;0,000;0,000;0,000;218,149;219,301;230,114
54850;KERMAPI;CHIUSO EMBALAGENS LTDA;68.415.082/0001-79;0,000;0,000;0,000;70,756;75,623;68,689
103939;GO CBS INDUSTRIA;GO ENERGY COMERCIALIZADORA DE ENERGIA LTDA;28.803.705/0001-66;0,000;0,000;0,000;364,541;347,597;374,286
101920;BRASLOG LIVRE;ASSOCIACAO DOS LOCATARIOS DE MODULOS DE GALPOES DA BRASLOG SOROCABA;42.828.711/0001-07;0,000;0,000;0,000;153,179;265,033;244,249
103790;REALMIX CL;REALMIX PRODUTOS DE BORRACHA LTDA.;03.794.805/0001-42;0,000;0,000;0,000;22,393;24,782;23,775
51688;PLASCOBRIL;PLASCOBRIL INDUSTRIA DE DESCARTAVEIS LTDA;13.011.446/0001-63;0,000;0,000;0,000;621,336;702,734;660,400
104325;DAL MOBILE FILIAL;DAL MOBILE LTDA;89.042.618/0001-28;0,000;0,000;0,000;25,760;27,616;25,998
103277;POTTER CL;A J POTTER & CIA LTDA;00.336.234/0002-95;0,000;0,000;0,000;13,577;17,451;12,600
101447;YOUTILITY CENTER;YOUTILITY CENTER DO BRASIL SERVICOS DE INFORMATICA E TELEMARKETING LTDA.;16.621.776/0001-69;0,000;0,000;0,000;95,976;91,919;85,211
42253;PEPE SUPERMERCADOS;MUINO CIA LTDA;61.325.700/0001-40;0,000;0,000;0,000;112,943;110,785;104,875
55651;LÍDERO;LIDERO PARTICIPACOES SOCIETARIAS S/A;05.758.929/0001-06;0,000;0,000;0,000;43,680;36,890;31,575
102683;2WV PLATODIESEL;2W COMERCIALIZADORA VAREJISTA DE ENERGIA S.A.;36.583.766/0001-93;0,000;0,000;0,000;89,455;104,136;93,951
104388;ICH HOTEIS POA;ICH ADMINISTRACAO DE HOTEIS S.A.;02.584.924/0001-08;0,000;0,000;0,000;41,345;41,602;43,571
51453;HOTELMELIA;EDIFICIO NACOES UNIDAS;05.823.122/0001-00;0,000;0,000;0,000;139,889;133,073;115,980
104164;HOSPITAL PASSO FUNDO SELECT;HOSPITAL DE CLINICAS DE PASSO FUNDO;92.030.543/0001-70;0,000;0,000;0,000;19,622;20,288;22,758
103980;GO ELOS;GO ENERGY COMERCIALIZADORA DE ENERGIA LTDA;28.803.705/0001-66;0,000;0,000;0,000;350,836;384,529;416,165
102806;TEGAPE CL 514;TEGAPE IMPORTACAO E COMERCIO DE TECIDOS TECNICOS LTDA;76.533.074/0009-02;0,000;0,000;0,000;47,132;60,657;48,635
52663;COOPERFIM;COOPERATIVA DE PRODUCAO E DE COMPRA EM COMUM DOS EMPREENDEDORES DA FEIRA DOS IMPORTADOS DO DF-COOPERFIM;09.461.942/0001-41;0,000;0,000;0,000;304,975;304,691;293,403
104267;AB AGRO FILIAL 16;AB COMERCIO DE INSUMOS LTDA;81.175.416/0001-42;0,000;0,000;0,000;37,735;25,788;11,573
52503;DOLOMITAMIX;DOLOMITAMIX INDUSTRIA E COMERCIO LTDA;18.022.305/0001-60;0,000;0,000;0,000;50,716;59,940;62,327
104225;AB AGRO FILIAL 08;AB COMERCIO DE INSUMOS LTDA;81.175.416/0001-42;0,000;0,000;0,000;12,760;13,090;9,695
50589;FACULDADE DOM ORIONE CL;FUNDACAO EDUCACIONAL DOM ORIONE;02.355.891/0001-24;0,000;0,000;0,000;0,000;51,025;52,378
56157;EBAZAR_MELI SP05;EBAZAR.COM.BR. LTDA;03.007.331/0001-41;0,000;0,000;0,000;0,000;215,145;165,788
55474;ELSYS;ELSYS EQUIPAMENTOS ELETRONICOS LTDA;34.484.188/0001-02;0,000;0,000;0,000;0,000;157,475;166,380
105811;RALF_ PLASTIC SE/CO I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26.203.837/0001-21;0,000;0,000;0,000;0,000;82,803;114,786
105627;FUNDIBRONZE USINAGEM_VAREJISTA;CEMIG GERACAO E TRANSMISSAO S.A;06.981.176/0001-58;0,000;0,000;0,000;0,000;27,976;25,951
41474;JBS FRIBOI EI SE 19;JBS S/A;02.916.265/0001-60;0,000;0,000;0,000;0,000;17,223;14,026
101016;OESA MG CL;OESA COMERCIO E REPRESENTACOES S/A;81.611.931/0001-28;0,000;0,000;0,000;0,000;272,321;258,741
101641;FUND JOSÉ SILVEIRA;FUNDACAO JOSE SILVEIRA;15.194.004/0001-25;0,000;0,000;0,000;0,000;337,697;304,657
51512;CIDADE MARAVILHOSA;CIDADE MARAVILHOSA INDUSTRIA E COMERCIO DE ROUPAS SA;09.611.669/0001-94;0,000;0,000;0,000;0,000;78,567;69,798
102032;GCENTER SUPERMERCADOS;GRICZINSKI ATACADO E VAREJO LTDA.;48.907.504/0001-16;0,000;0,000;0,000;0,000;136,643;123,701
105447;MATRIX CORP VAR CL I5;MATRIX COMERCIALIZADORA DE ENERGIA ELETRICA S/A;17.858.631/0001-49;0,000;0,000;0,000;0,000;438,165;393,997
51578;GELAO;GELAO INDUSTRIA E COMERCIO DE GELO LTDA;22.804.199/0001-43;0,000;0,000;0,000;0,000;111,246;104,958
105236;NOBRE ALIMENTOS;NOBRE ALIMENTOS LTDA;10.760.310/0001-68;0,000;0,000;0,000;0,000;103,201;119,539
105870;CMPC IGUACU CN;CMPC IGUACU EMBALAGENS LTDA;11.308.600/0001-38;0,000;0,000;0,000;0,000;812,010;1.450,095
57393;LINE SEAL;LINE SEAL VEDACOES LTDA;64.110.158/0001-05;0,000;0,000;0,000;0,000;139,571;128,433
104250;RANDON MASTER FERRARI;MASTER SISTEMAS AUTOMOTIVOS LTDA;90.852.914/0001-73;0,000;0,000;0,000;0,000;263,755;259,609
43275;BIG BOX - SOBRADINHO;SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A;08.492.764/0001-53;0,000;0,000;0,000;0,000;60,260;55,272
103246;HOLCIM - CANTAGALO (ACTY);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;8.703,307;4.273,797
54330;INFINITY INDUSTRIAL;INFINITY INDUSTRIAL ATACADO LTDA;01.667.407/0001-30;0,000;0,000;0,000;0,000;217,579;213,098
102240;SISTEMA ELITE SUL;SISTEMA ELITE DE ENSINO S.A;14.011.425/0035-50;0,000;0,000;0,000;0,000;25,413;19,077
37774;GARANTE DISTRIBUIDORA;GARANTE DISTRIBUIDORA E IMPORTADORA DE PRODUTOS ALIMENTICIOS LTDA;08.264.406/0001-93;0,000;0,000;0,000;0,000;120,244;114,715
105093;C CL ENGELO INDUSTRIA;ENGELO INDUSTRIA E COMERCIO LTDA;64.954.266/0001-56;0,000;0,000;0,000;0,000;96,101;75,410
105016;MCL MINERACAO I1;M.C.L. - MINERACAO COLUMBIA LTDA;03.668.569/0001-18;0,000;0,000;0,000;0,000;88,418;47,058
104619;CRD DIAGNOSTICOS CL 514;CRD - CENTRO DE RECURSOS DIAGNOSTICOS LTDA;01.586.380/0001-50;0,000;0,000;0,000;0,000;167,029;138,287
36853;SUPERATACADOMACHADO;MARTINS & MARTINS NETO LTDA;13.338.773/0002-05;0,000;0,000;0,000;0,000;461,465;426,655
103829;C CVE TILIFORM;EXPONENCIAL ENERGIA LTDA;26.914.969/0001-61;0,000;0,000;0,000;0,000;87,425;84,248
101462;PRIME CESCOMPAC VAR CL 514;PRIME ENERGY COMERCIALIZADORA DE ENERGIA LTDA;12.809.025/0001-10;0,000;0,000;0,000;0,000;32,142;30,649
101008;CONTIL LIVRE;CONTIL INDUSTRIA E COMERCIO LTDA;63.041.479/0001-24;0,000;0,000;0,000;0,000;195,577;177,468
53015;BL INDUSTRIA;BL INDUSTRIA OTICA LTDA;27.011.022/0001-03;0,000;0,000;0,000;0,000;190,840;160,284
51891;UNIVC;INSTITUTO VALE DO CRICARE LTDA;01.997.757/0001-64;0,000;0,000;0,000;0,000;45,609;35,843
101664;ZEG RK TEXTIL;ZEG COMERCIALIZADORA VAREJISTA DE ENERGIA LTDA.;14.990.369/0001-01;0,000;0,000;0,000;0,000;69,118;0,000
101208;CAMIL CL MABEL;CAMIL ALIMENTOS S.A.;64.904.295/0001-03;0,000;0,000;0,000;0,000;684,848;585,904
102154;BIG BOX - SAO SEBASTIAO;SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A;08.492.764/0001-53;0,000;0,000;0,000;0,000;89,263;84,657
103187;HOLCIM - BARROSO (ABO0);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;20.912,790;19.247,558
51583;C CE SORVETES SKIMEL;SKIMEL INDUSTRIA E COMERCIO DE SORVETES LTDA;67.364.703/0001-70;0,000;0,000;0,000;0,000;46,417;44,579
105662;COPASA EAB PACUI;COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG;17.281.106/0001-03;0,000;0,000;0,000;0,000;434,480;397,586
105347;RANDON PINHEIRO PRETO EI;RANDON EMBALAGENS PLASTICAS LTDA;73.379.380/0001-90;0,000;0,000;0,000;0,000;505,265;470,674
29213;F P DAIBES;F P DAIBES LTDA;12.121.881/0001-88;0,000;0,000;0,000;0,000;104,489;114,029
105984;WHITE MARTINS 5;WHITE MARTINS GASES INDUSTRIAIS LTDA;35.820.448/0001-36;0,000;0,000;0,000;0,000;15.414,262;14.909,678
56091;TELECAM CL;TELECAM INDUSTRIA E COMERCIO DE FIOS E CABOS LTDA;04.051.666/0001-20;0,000;0,000;0,000;0,000;68,302;70,355
42450;CERAMICA ESTRELA;CERAMICA ESTRELA INDUSTRIAL LTDA;10.220.913/0001-77;0,000;0,000;0,000;0,000;121,641;152,939
51470;BIAMAR;BIAMAR MALHAS E CONFECCOES LTDA;91.037.952/0001-35;0,000;0,000;0,000;0,000;143,605;135,412
54794;NOVA LONDRINA;COMPANHIA MELHORAMENTOS NORTE DO PARANA;61.082.962/0004-74;0,000;0,000;0,000;0,000;21,664;35,552
105171;MANN;ROMAR F MANN & CIA. LTDA.;90.316.407/0001-15;0,000;0,000;0,000;0,000;106,147;124,566
105218;GRUPPO MINERALI;GRUPPO MINERALI DO BRASIL LTDA;03.621.161/0001-90;0,000;0,000;0,000;0,000;192,265;148,990
101460;PERUZZO;PGL DISTRIBUICAO DE ALIMENTOS LTDA;87.397.865/0001-11;0,000;0,000;0,000;0,000;193,205;251,385
52932;MOURA VIDROS;MOURA DISTRIBUIDORA E BENEFICIADORA DE VIDROS LTDA;38.477.636/0001-00;0,000;0,000;0,000;0,000;69,606;68,111
102279;EBAZAR_MELI RC01;EBAZAR.COM.BR. LTDA;03.007.331/0001-41;0,000;0,000;0,000;0,000;243,272;231,467
104688;ACOTEMPERA - LIVRE;ACOTEMPERA TRATAMENTO TERMICO LTDA;01.438.229/0001-75;0,000;0,000;0,000;0,000;114,137;0,000
104084;C CL PIOVAN DO BRASIL;PIOVAN DO BRASIL INDUSTRIA E COMERCIO LTDA;48.296.321/0001-01;0,000;0,000;0,000;0,000;30,673;43,898
100984;BENASSI CL;BENASSI SAO PAULO - IMPORTACAO E EXPORTACAO LTDA;04.052.176/0004-90;0,000;0,000;0,000;0,000;301,990;292,605
105215;ATAKAREJO LOJA 25 CL;ATAKAREJO DISTRIBUIDOR DE ALIMENTOS E BEBIDAS S.A;73.849.952/0001-58;0,000;0,000;0,000;0,000;201,999;191,206
43507;TORRE JANETE COSTA;CONDOMINIO DO EDIFICIO QUEIROZ GALVAO CENTRO EMPRESARIAL - TORRE JANETE COSTA;17.488.124/0001-60;0,000;0,000;0,000;0,000;129,743;102,135
105963;WHITE MARTINS 4;WHITE MARTINS GASES INDUSTRIAIS LTDA;35.820.448/0001-36;0,000;0,000;0,000;0,000;52.128,670;49.128,323
30569;WMGINE AGREGADOR;WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA.;24.380.578/0001-89;0,000;0,000;0,000;0,000;11.587,850;0,000
56280;AHL PULP;AHL PULP INDUSTRIA DE ALIMENTOS S.A.;36.935.354/0001-75;0,000;0,000;0,000;0,000;42,979;66,375
101662;ZEG REGISPEL CL;ZEG COMERCIALIZADORA VAREJISTA DE ENERGIA LTDA.;14.990.369/0001-01;0,000;0,000;0,000;0,000;98,564;97,278
105048;C CL GRAFILAR;LAR ANALIA FRANCO;60.333.853/0001-77;0,000;0,000;0,000;0,000;138,928;152,686
55236;PAVAO INDUSTRIA;PAVAO INDUSTRIA E COMERCIO LTDA;46.530.168/0001-00;0,000;0,000;0,000;0,000;340,013;302,859
54204;HOSPITAL DA ESPERANCA;FUNDACAO HOSPITAL REGIONAL DO CANCER DA SANTA CASA DE MISERICORDIA DE PRESIDENTE PRUDENTE;11.636.872/0001-67;0,000;0,000;0,000;0,000;181,124;156,575
51986;AGEO TERMINAIS E ARMAZENS;AGEO TERMINAIS E ARMAZENS GERAIS S.A;03.798.096/0002-54;0,000;0,000;0,000;0,000;813,306;0,000
26426;CEMHS SOLAR I5;CONDOMINIO CENTRO EMPRESARIAL MARIO HENRIQUE SIMONSEN;05.970.460/0001-66;0,000;0,000;0,000;0,000;89,267;83,632
51694;C CE LATICINIOS FORMOSA;INDUSTRIA E COMERCIO DE LATICINIOS FORMOSA LTDA;04.779.723/0001-91;0,000;0,000;0,000;0,000;181,037;187,483
103189;HOLCIM - MAIRIPORA (HPMA);CSN CIMENTOS BRASIL S.A.;60.869.336/0001-17;0,000;0,000;0,000;0,000;188,350;186,690
55574;LIARTE CL;COMERC POWER TRADING LTDA;10.732.440/0001-97;0,000;0,000;0,000;0,000;35,138;33,823
